PERIODO,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
2025-07-01,3212,Fabricación de laminados y aglutinados de madera,488.23775,650.646
1993-01-01,3219,Fabricación de otros productos de madera,6441.59875,825.094
1993-04-01,3219,Fabricación de otros productos de madera,4535.661,572.18525
1993-07-01,3219,Fabricación de otros productos de madera,5617.011,749.8305
1993-10-01,3219,Fabricación de otros productos de madera,5706.7665,750.6
1994-01-01,3219,Fabricación de otros productos de madera,6331.9395,835.44825
1994-04-01,3219,Fabricación de otros productos de madera,5336.672,688.02075
1994-07-01,3219,Fabricación de otros productos de madera,5314.26075,703.7085
1994-10-01,3219,Fabricación de otros productos de madera,5060.09975,662.73525
1995-01-01,3219,Fabricación de otros productos de madera,4508.9235,661.127
1995-04-01,3219,Fabricación de otros productos de madera,3939.97725,695.80225
1995-07-01,3219,Fabricación de otros productos de madera,4460.6955,793.14225
1995-10-01,3219,Fabricación de otros productos de madera,5206.7665,939.4955
1996-01-01,3219,Fabricación de otros productos de madera,4975.7595,960.0995
1996-04-01,3219,Fabricación de otros productos de madera,5028.57775,1038.411
1996-07-01,3219,Fabricación de otros productos de madera,5652.39875,1193.469
1996-10-01,3219,Fabricación de otros productos de madera,6378.852,1388.86475
1997-01-01,3219,Fabricación de otros productos de madera,5625.80675,1322.24075
1997-04-01,3219,Fabricación de otros productos de madera,5922.77175,1478.91075
1997-07-01,3219,Fabricación de otros productos de madera,6136.87175,1580.8965
1997-10-01,3219,Fabricación de otros productos de madera,5971.56275,1596.21675
1998-01-01,3219,Fabricación de otros productos de madera,5741.1325,1662.0835
1998-04-01,3219,Fabricación de otros productos de madera,5392.17875,1573.78925
1998-07-01,3219,Fabricación de otros productos de madera,5953.65475,1802.384
1998-10-01,3219,Fabricación de otros productos de madera,6033.694,1924.56925
1999-01-01,3219,Fabricación de otros productos de madera,5662.785,1914.6355
1999-04-01,3219,Fabricación de otros productos de madera,5422.31975,1884.937
1999-07-01,3219,Fabricación de otros productos de madera,5911.226,2095.48325
1999-10-01,3219,Fabricación de otros productos de madera,5491.54325,1977.24025
2000-01-01,3219,Fabricación de otros productos de madera,5210.7015,1977.48875
2000-04-01,3219,Fabricación de otros productos de madera,5082.8455,1952.603
2000-07-01,3219,Fabricación de otros productos de madera,5434.589,2109.63725
2000-10-01,3219,Fabricación de otros productos de madera,5454.665,2135.584
2001-01-01,3219,Fabricación de otros productos de madera,5019.25675,2008.8865
2001-04-01,3219,Fabricación de otros productos de madera,4480.165,1820.42375
2001-07-01,3219,Fabricación de otros productos de madera,5059.78425,2083.109
2001-10-01,3219,Fabricación de otros productos de madera,4605.891,1895.86175
2002-01-01,3219,Fabricación de otros productos de madera,4176.896,1774.7235
2002-04-01,3219,Fabricación de otros productos de madera,4266.07975,1824.688
2002-07-01,3219,Fabricación de otros productos de madera,4800.352,2078.90175
2002-10-01,3219,Fabricación de otros productos de madera,4515.00625,1980.34075
2003-01-01,3219,Fabricación de otros productos de madera,3990.35425,1814.134
2003-04-01,3219,Fabricación de otros productos de madera,3900.664,1811.05225
2003-07-01,3219,Fabricación de otros productos de madera,4322.196,2018.725
2003-10-01,3219,Fabricación de otros productos de madera,4586.2325,2137.96875
2004-01-01,3219,Fabricación de otros productos de madera,3886.887,1843.4915
2004-04-01,3219,Fabricación de otros productos de madera,4174.67075,2005.50975
2004-07-01,3219,Fabricación de otros productos de madera,4911.02375,2402.22125
2004-10-01,3219,Fabricación de otros productos de madera,4974.29575,2518.6405
2005-01-01,3219,Fabricación de otros productos de madera,4341.30375,2230.554
2005-04-01,3219,Fabricación de otros productos de madera,4395.8835,2264.68825
2005-07-01,3219,Fabricación de otros productos de madera,4466.2735,2305.83125
2005-10-01,3219,Fabricación de otros productos de madera,4484.44225,2328.19825
2006-01-01,3219,Fabricación de otros productos de madera,4565.37275,2363.97
2006-04-01,3219,Fabricación de otros productos de madera,4687.25775,2462.9455
2006-07-01,3219,Fabricación de otros productos de madera,4766.22525,2531.29225
2006-10-01,3219,Fabricación de otros productos de madera,4269.7455,2277.23525
2007-01-01,3219,Fabricación de otros productos de madera,4306.04625,2354.85975
2007-04-01,3219,Fabricación de otros productos de madera,4529.734,2491.1305
2007-07-01,3219,Fabricación de otros productos de madera,4740.1315,2578.348
2007-10-01,3219,Fabricación de otros productos de madera,4479.40325,2435.57475
2008-01-01,3219,Fabricación de otros productos de madera,4483.81975,2431.72
2008-04-01,3219,Fabricación de otros productos de madera,4644.5815,2575.262
2008-07-01,3219,Fabricación de otros productos de madera,4381.9375,2392.92825
2008-10-01,3219,Fabricación de otros productos de madera,3668.71425,2137.23075
2009-01-01,3219,Fabricación de otros productos de madera,3625.97325,2202.2745
2009-04-01,3219,Fabricación de otros productos de madera,3630.28175,2240.243
2009-07-01,3219,Fabricación de otros productos de madera,3612.44625,2219.113
2009-10-01,3219,Fabricación de otros productos de madera,3273.27275,2022.1415
2010-01-01,3219,Fabricación de otros productos de madera,3572.03525,2244.5445
2010-04-01,3219,Fabricación de otros productos de madera,3807.68825,2397.4305
2010-07-01,3219,Fabricación de otros productos de madera,3691.51425,2335.9615
2010-10-01,3219,Fabricación de otros productos de madera,3436.694,2217.2775
2011-01-01,3219,Fabricación de otros productos de madera,3529.50175,2346.80625
2011-04-01,3219,Fabricación de otros productos de madera,3666.8615,2467.12925
2011-07-01,3219,Fabricación de otros productos de madera,3556.05225,2389.8335
2011-10-01,3219,Fabricación de otros productos de madera,3394.3135,2313.971
2012-01-01,3219,Fabricación de otros productos de madera,3787.051,2657.19325
2012-04-01,3219,Fabricación de otros productos de madera,4001.27625,2847.666
2012-07-01,3219,Fabricación de otros productos de madera,4023.378,2864.85
2012-10-01,3219,Fabricación de otros productos de madera,3725.445,2692.037
2013-01-01,3219,Fabricación de otros productos de madera,3809.34775,2810.0265
2013-04-01,3219,Fabricación de otros productos de madera,3949.918,2980.69375
2013-07-01,3219,Fabricación de otros productos de madera,3913.43725,2975.914
2013-10-01,3219,Fabricación de otros productos de madera,3733.065,2794.97275
2014-01-01,3219,Fabricación de otros productos de madera,3770.01075,2787.67425
2014-04-01,3219,Fabricación de otros productos de madera,4111.04175,3024.58025
2014-07-01,3219,Fabricación de otros productos de madera,4029.21125,2995.22075
2014-10-01,3219,Fabricación de otros productos de madera,3843.28725,2933.87675
2015-01-01,3219,Fabricación de otros productos de madera,4120.96825,3298.07275
2015-04-01,3219,Fabricación de otros productos de madera,4187.25275,3448.256
2015-07-01,3219,Fabricación de otros productos de madera,4143.19025,3502.697
2015-10-01,3219,Fabricación de otros productos de madera,4241.48275,3660.74225
2016-01-01,3219,Fabricación de otros productos de madera,4187.8355,3839.90275
2016-04-01,3219,Fabricación de otros productos de madera,4344.65925,3853.4315
2016-07-01,3219,Fabricación de otros productos de madera,4307.386,3860.87125
2016-10-01,3219,Fabricación de otros productos de madera,4266.71025,4038.45375
2017-01-01,3219,Fabricación de otros productos de madera,4487.5665,4373.88475
2017-04-01,3219,Fabricación de otros productos de madera,4420.21525,4316.118
2017-07-01,3219,Fabricación de otros productos de madera,4286.2875,4189.67825
2017-10-01,3219,Fabricación de otros productos de madera,4181.04875,4091.81175
2018-01-01,3219,Fabricación de otros productos de madera,4486.389,4441.3955
2018-04-01,3219,Fabricación de otros productos de madera,4571.936,4551.65225
2018-07-01,3219,Fabricación de otros productos de madera,4446.609,4441.81425
2018-10-01,3219,Fabricación de otros productos de madera,4359.95675,4430.029
2019-01-01,3219,Fabricación de otros productos de madera,4433.451,4606.67425
2019-04-01,3219,Fabricación de otros productos de madera,4523.87225,4848.887
2019-07-01,3219,Fabricación de otros productos de madera,4511.181,4901.22775
2019-10-01,3219,Fabricación de otros productos de madera,4483.627,4921.075
2020-01-01,3219,Fabricación de otros productos de madera,4400.39825,4921.4335
2020-04-01,3219,Fabricación de otros productos de madera,4053.91975,4563.77425
2020-07-01,3219,Fabricación de otros productos de madera,4359.73525,4958.14225
2020-10-01,3219,Fabricación de otros productos de madera,4424.11475,5075.471
2021-01-01,3219,Fabricación de otros productos de madera,4366.4205,5087.2155
2021-04-01,3219,Fabricación de otros productos de madera,4671.016,5563.83775
2021-07-01,3219,Fabricación de otros productos de madera,4871.86125,5913.2725
2021-10-01,3219,Fabricación de otros productos de madera,4907.19525,6081.02325
2022-01-01,3219,Fabricación de otros productos de madera,4926.33825,6336.85125
2022-04-01,3219,Fabricación de otros productos de madera,4955.539,6517.046
2022-07-01,3219,Fabricación de otros productos de madera,4713.78925,6280.04725
2022-10-01,3219,Fabricación de otros productos de madera,4828.29725,6456.1385
2023-01-01,3219,Fabricación de otros productos de madera,4362.8565,5934.614
2023-04-01,3219,Fabricación de otros productos de madera,4300.1035,5977.2335
2023-07-01,3219,Fabricación de otros productos de madera,4259.301,5963.887
2023-10-01,3219,Fabricación de otros productos de madera,4003.42775,5664.7065
2024-01-01,3219,Fabricación de otros productos de madera,3784.87875,5365.3315
2024-04-01,3219,Fabricación de otros productos de madera,4071.64,5772.76525
2024-07-01,3219,Fabricación de otros productos de madera,3931.697,5636.18275
2024-10-01,3219,Fabricación de otros productos de madera,3992.62425,5773.00975
2025-01-01,3219,Fabricación de otros productos de madera,3762.72375,5536.95875
2025-04-01,3219,Fabricación de otros productos de madera,3740.53625,5555.133
2025-07-01,3219,Fabricación de otros productos de madera,3500.532,5236.1915
1993-01-01,322,Industria del papel,11403.35625,1646.8345
1993-04-01,322,Industria del papel,11566.902,1679.12075
1993-07-01,322,Industria del papel,11286.02675,1645.328
1993-10-01,322,Industria del papel,10570.52375,1551.006
1994-01-01,322,Industria del papel,11161.155,1636.29575
1994-04-01,322,Industria del papel,11730.21025,1769.8715
1994-07-01,322,Industria del papel,11917.44475,1907.5285
1994-10-01,322,Industria del papel,11423.885,1901.3365
1995-01-01,322,Industria del papel,11864.66175,2342.40425
1995-04-01,322,Industria del papel,11528.44875,3093.365
1995-07-01,322,Industria del papel,11580.0715,3218.4895
1995-10-01,322,Industria del papel,11865.11125,3534.21025
1996-01-01,322,Industria del papel,12799.25975,3903.309
1996-04-01,322,Industria del papel,12499.14775,3756.7625
1996-07-01,322,Industria del papel,12703.71225,3786.16475
1996-10-01,322,Industria del papel,13068.60225,3885.30575
1997-01-01,322,Industria del papel,12910.698,3948.2585
1997-04-01,322,Industria del papel,13200.91,4107.7435
1997-07-01,322,Industria del papel,13940.35675,4535.2285
1997-10-01,322,Industria del papel,13752.963,4539.1795
1998-01-01,322,Industria del papel,13758.58475,4763.68375
1998-04-01,322,Industria del papel,13864.72175,4910.279
1998-07-01,322,Industria del papel,14986.3935,5474.98825
1998-10-01,322,Industria del papel,14636.03775,5622.926
1999-01-01,322,Industria del papel,14754.248,5717.76625
1999-04-01,322,Industria del papel,15227.41675,6015.1205
1999-07-01,322,Industria del papel,15539.5625,6222.9265
1999-10-01,322,Industria del papel,15615.8,6502.8495
2000-01-01,322,Industria del papel,15831.71225,6696.3725
2000-04-01,322,Industria del papel,15699.2235,6879.85575
2000-07-01,322,Industria del papel,16062.96275,7237.91
2000-10-01,322,Industria del papel,15467.17975,7078.4805
2001-01-01,322,Industria del papel,15434.36525,7066.029
2001-04-01,322,Industria del papel,15494.4235,7096.54625
2001-07-01,322,Industria del papel,15494.8515,7097.37875
2001-10-01,322,Industria del papel,15361.97075,7005.097
2002-01-01,322,Industria del papel,15105.954,6859.062
2002-04-01,322,Industria del papel,16063.30825,7315.11825
2002-07-01,322,Industria del papel,16008.8215,7362.4075
2002-10-01,322,Industria del papel,15454.95525,7192.13775
2003-01-01,322,Industria del papel,15950.5815,7457.0445
2003-04-01,322,Industria del papel,15868.48775,7587.49175
2003-07-01,322,Industria del papel,15918.56675,7665.24375
2003-10-01,322,Industria del papel,15961.49,7758.55875
2004-01-01,322,Industria del papel,16158.852,7924.254
2004-04-01,322,Industria del papel,16496.33475,8402.085
2004-07-01,322,Industria del papel,17061.00325,9009.25375
2004-10-01,322,Industria del papel,17130.9975,9093.368
2005-01-01,322,Industria del papel,16785.394,9071.7845
2005-04-01,322,Industria del papel,17706.48575,9670.64725
2005-07-01,322,Industria del papel,17670.0785,9687.08625
2005-10-01,322,Industria del papel,17230.88075,9405.417
2006-01-01,322,Industria del papel,17755.21925,9726.713
2006-04-01,322,Industria del papel,17858.82875,10064.348
2006-07-01,322,Industria del papel,18225.45975,10369.05725
2006-10-01,322,Industria del papel,17998.59925,10264.215
2007-01-01,322,Industria del papel,18524.065,10707.103
2007-04-01,322,Industria del papel,18516.7965,11034.66925
2007-07-01,322,Industria del papel,18380.79275,11018.1395
2007-10-01,322,Industria del papel,18462.92225,11090.67625
2008-01-01,322,Industria del papel,18718.72675,11481.366
2008-04-01,322,Industria del papel,19048.05825,11709.425
2008-07-01,322,Industria del papel,19072.456,11775.67375
2008-10-01,322,Industria del papel,18171.386,12222.631
2009-01-01,322,Industria del papel,18241.949,12602.6055
2009-04-01,322,Industria del papel,18405.79025,12364.23325
2009-07-01,322,Industria del papel,18667.36525,12431.4785
2009-10-01,322,Industria del papel,18908.82275,12634.5085
2010-01-01,322,Industria del papel,19140.6055,12985.311
2010-04-01,322,Industria del papel,19615.04,13734.122
2010-07-01,322,Industria del papel,19506.16,14048.1885
2010-10-01,322,Industria del papel,19237.73225,13754.3785
2011-01-01,322,Industria del papel,19579.13,14065.69
2011-04-01,322,Industria del papel,19511.38375,14105.422
2011-07-01,322,Industria del papel,19406.09925,14052.38425
2011-10-01,322,Industria del papel,19094.83225,13918.576
2012-01-01,322,Industria del papel,20079.97,14753.10825
2012-04-01,322,Industria del papel,20457.6345,15164.29225
2012-07-01,322,Industria del papel,20380.227,15378.5325
2012-10-01,322,Industria del papel,20205.02275,15488.7355
2013-01-01,322,Industria del papel,20509.22275,15731.12475
2013-04-01,322,Industria del papel,20720.35325,15868.27775
2013-07-01,322,Industria del papel,20618.9495,15799.145
2013-10-01,322,Industria del papel,20704.41425,15811.60775
2014-01-01,322,Industria del papel,21514.01175,16467.7615
2014-04-01,322,Industria del papel,21595.9565,16527.8585
2014-07-01,322,Industria del papel,21684.70675,16651.9335
2014-10-01,322,Industria del papel,22225.2865,17208.69475
2015-01-01,322,Industria del papel,22598.1675,17891.4275
2015-04-01,322,Industria del papel,22570.334,18365.2665
2015-07-01,322,Industria del papel,22774.18475,18905.9095
2015-10-01,322,Industria del papel,23168.72375,19507.86075
2016-01-01,322,Industria del papel,23775.09625,20441.32125
2016-04-01,322,Industria del papel,23963.1455,20790.222
2016-07-01,322,Industria del papel,23576.466,20745.68025
2016-10-01,322,Industria del papel,23779.495,21280.4585
2017-01-01,322,Industria del papel,24881.95425,22870.78275
2017-04-01,322,Industria del papel,24656.358,22946.00275
2017-07-01,322,Industria del papel,24939.71475,23432.3715
2017-10-01,322,Industria del papel,24619.61825,23584.62825
2018-01-01,322,Industria del papel,25072.0895,24416.697
2018-04-01,322,Industria del papel,25745.5875,25554.88475
2018-07-01,322,Industria del papel,25447.32275,25658.1875
2018-10-01,322,Industria del papel,25346.972,25982.20225
2019-01-01,322,Industria del papel,25965.38225,26906.3495
2019-04-01,322,Industria del papel,25296.7595,26369.81825
2019-07-01,322,Industria del papel,25077.60875,26283.036
2019-10-01,322,Industria del papel,24621.70725,25905.83025
2020-01-01,322,Industria del papel,25784.01675,27268.548
2020-04-01,322,Industria del papel,23447.56625,25237.09475
2020-07-01,322,Industria del papel,24416.80675,26435.28725
2020-10-01,322,Industria del papel,24662.81125,26679.974
2021-01-01,322,Industria del papel,25168.5335,27321.14875
2021-04-01,322,Industria del papel,26590.3035,29328.26975
2021-07-01,322,Industria del papel,26991.4715,30604.223
2021-10-01,322,Industria del papel,26999.75275,31601.03675
2022-01-01,322,Industria del papel,27223.12125,32593.2485
2022-04-01,322,Industria del papel,27584.76125,33998.3035
2022-07-01,322,Industria del papel,27850.47575,35609.2545
2022-10-01,322,Industria del papel,26973.50775,34831.1045
2023-01-01,322,Industria del papel,27096.6625,34737.701
2023-04-01,322,Industria del papel,26418.5235,33594.4335
2023-07-01,322,Industria del papel,25873.84325,32503.1065
2023-10-01,322,Industria del papel,24836.9865,30942.727
2024-01-01,322,Industria del papel,25323.979,31316.114
2024-04-01,322,Industria del papel,25776.68175,31816.606
2024-07-01,322,Industria del papel,25532.1765,31745.3905
2024-10-01,322,Industria del papel,25147.848,31537.54825
2025-01-01,322,Industria del papel,26038.3265,33095.31175
2025-04-01,322,Industria del papel,25374.25425,32297.599
2025-07-01,322,Industria del papel,24779.99625,31505.69375
1993-01-01,3221,"Fabricación de pulpa, papel y cartón",4576.6445,696.782
1993-04-01,3221,"Fabricación de pulpa, papel y cartón",5042.8,757.02975
1993-07-01,3221,"Fabricación de pulpa, papel y cartón",4928.5305,723.27625
1993-10-01,3221,"Fabricación de pulpa, papel y cartón",4528.477,656.95425
1994-01-01,3221,"Fabricación de pulpa, papel y cartón",4685.30325,663.93275
1994-04-01,3221,"Fabricación de pulpa, papel y cartón",5084.14925,758.7175
1994-07-01,3221,"Fabricación de pulpa, papel y cartón",5087.01725,829.14525
1994-10-01,3221,"Fabricación de pulpa, papel y cartón",4939.10725,878.3795
1995-01-01,3221,"Fabricación de pulpa, papel y cartón",5231.2145,1124.8815
1995-04-01,3221,"Fabricación de pulpa, papel y cartón",5138.72075,1502.825
1995-07-01,3221,"Fabricación de pulpa, papel y cartón",4962.98325,1547.0525
1995-10-01,3221,"Fabricación de pulpa, papel y cartón",5080.0955,1699.382
1996-01-01,3221,"Fabricación de pulpa, papel y cartón",5341.4165,1800.95475
1996-04-01,3221,"Fabricación de pulpa, papel y cartón",5360.8585,1684.1175
1996-07-01,3221,"Fabricación de pulpa, papel y cartón",5451.94825,1639.18375
1996-10-01,3221,"Fabricación de pulpa, papel y cartón",5705.57975,1699.552
1997-01-01,3221,"Fabricación de pulpa, papel y cartón",5303.6815,1587.2125
1997-04-01,3221,"Fabricación de pulpa, papel y cartón",5284.039,1621.08225
1997-07-01,3221,"Fabricación de pulpa, papel y cartón",5685.42175,1880.51175
1997-10-01,3221,"Fabricación de pulpa, papel y cartón",5565.1705,1918.7985
1998-01-01,3221,"Fabricación de pulpa, papel y cartón",5585.6725,1994.662
1998-04-01,3221,"Fabricación de pulpa, papel y cartón",5576.0765,1994.91075
1998-07-01,3221,"Fabricación de pulpa, papel y cartón",6062.56675,2238.3295
1998-10-01,3221,"Fabricación de pulpa, papel y cartón",5937.48025,2258.70875
1999-01-01,3221,"Fabricación de pulpa, papel y cartón",5960.3585,2235.0225
1999-04-01,3221,"Fabricación de pulpa, papel y cartón",6260.08075,2431.0255
1999-07-01,3221,"Fabricación de pulpa, papel y cartón",6205.9455,2465.101
1999-10-01,3221,"Fabricación de pulpa, papel y cartón",6333.43225,2664.553
2000-01-01,3221,"Fabricación de pulpa, papel y cartón",6406.7955,2734.86575
2000-04-01,3221,"Fabricación de pulpa, papel y cartón",6409.46125,2780.32975
2000-07-01,3221,"Fabricación de pulpa, papel y cartón",6260.97125,2781.81775
2000-10-01,3221,"Fabricación de pulpa, papel y cartón",6172.046,2798.73075
2001-01-01,3221,"Fabricación de pulpa, papel y cartón",6073.85825,2705.4235
2001-04-01,3221,"Fabricación de pulpa, papel y cartón",6127.8815,2676.27625
2001-07-01,3221,"Fabricación de pulpa, papel y cartón",6054.25625,2580.49125
2001-10-01,3221,"Fabricación de pulpa, papel y cartón",6054.34,2533.811
2002-01-01,3221,"Fabricación de pulpa, papel y cartón",5801.74175,2368.6485
2002-04-01,3221,"Fabricación de pulpa, papel y cartón",6275.01675,2547.7665
2002-07-01,3221,"Fabricación de pulpa, papel y cartón",6306.5255,2591.101
2002-10-01,3221,"Fabricación de pulpa, papel y cartón",6233.432,2615.48025
2003-01-01,3221,"Fabricación de pulpa, papel y cartón",6418.2885,2709.4905
2003-04-01,3221,"Fabricación de pulpa, papel y cartón",6466.36525,2783.1125
2003-07-01,3221,"Fabricación de pulpa, papel y cartón",6393.30925,2767.50675
2003-10-01,3221,"Fabricación de pulpa, papel y cartón",6545.534,2866.268
2004-01-01,3221,"Fabricación de pulpa, papel y cartón",6634.161,2945.83625
2004-04-01,3221,"Fabricación de pulpa, papel y cartón",6863.053,3113.26225
2004-07-01,3221,"Fabricación de pulpa, papel y cartón",7065.15075,3382.14875
2004-10-01,3221,"Fabricación de pulpa, papel y cartón",7221.7655,3460.66275
2005-01-01,3221,"Fabricación de pulpa, papel y cartón",7143.53775,3483.8525
2005-04-01,3221,"Fabricación de pulpa, papel y cartón",7473.1115,3702.5845
2005-07-01,3221,"Fabricación de pulpa, papel y cartón",7155.14325,3544.4025
2005-10-01,3221,"Fabricación de pulpa, papel y cartón",7037.0125,3465.2625
2006-01-01,3221,"Fabricación de pulpa, papel y cartón",7146.00625,3538.59375
2006-04-01,3221,"Fabricación de pulpa, papel y cartón",7323.28475,3717.1575
2006-07-01,3221,"Fabricación de pulpa, papel y cartón",7360.366,3802.0425
2006-10-01,3221,"Fabricación de pulpa, papel y cartón",7227.471,3714.8245
2007-01-01,3221,"Fabricación de pulpa, papel y cartón",7322.45875,3817.305
2007-04-01,3221,"Fabricación de pulpa, papel y cartón",7432.93325,3900.70225
2007-07-01,3221,"Fabricación de pulpa, papel y cartón",7400.3235,3915.509
2007-10-01,3221,"Fabricación de pulpa, papel y cartón",7448.17675,3946.38375
2008-01-01,3221,"Fabricación de pulpa, papel y cartón",7271.79425,4000.383
2008-04-01,3221,"Fabricación de pulpa, papel y cartón",7484.2115,4266.3695
2008-07-01,3221,"Fabricación de pulpa, papel y cartón",7427.0575,4307.625
2008-10-01,3221,"Fabricación de pulpa, papel y cartón",7210.73375,4289.5015
2009-01-01,3221,"Fabricación de pulpa, papel y cartón",7063.59575,4250.462
2009-04-01,3221,"Fabricación de pulpa, papel y cartón",7313.631,4478.23025
2009-07-01,3221,"Fabricación de pulpa, papel y cartón",7426.81825,4541.523
2009-10-01,3221,"Fabricación de pulpa, papel y cartón",7368.621,4519.32975
2010-01-01,3221,"Fabricación de pulpa, papel y cartón",7180.1095,4474.087
2010-04-01,3221,"Fabricación de pulpa, papel y cartón",7530.175,4886.1775
2010-07-01,3221,"Fabricación de pulpa, papel y cartón",7495.3685,4998.883
2010-10-01,3221,"Fabricación de pulpa, papel y cartón",7555.64875,5026.8855
2011-01-01,3221,"Fabricación de pulpa, papel y cartón",7532.27625,5009.71175
2011-04-01,3221,"Fabricación de pulpa, papel y cartón",7339.0555,4900.519
2011-07-01,3221,"Fabricación de pulpa, papel y cartón",7271.4045,4866.37675
2011-10-01,3221,"Fabricación de pulpa, papel y cartón",7004.423,4732.8185
2012-01-01,3221,"Fabricación de pulpa, papel y cartón",7258.543,4971.5765
2012-04-01,3221,"Fabricación de pulpa, papel y cartón",7491.21675,5191.60325
2012-07-01,3221,"Fabricación de pulpa, papel y cartón",7621.4655,5303.0535
2012-10-01,3221,"Fabricación de pulpa, papel y cartón",7553.49,5334.937
2013-01-01,3221,"Fabricación de pulpa, papel y cartón",7448.44925,5278.9735
2013-04-01,3221,"Fabricación de pulpa, papel y cartón",7690.75775,5464.71525
2013-07-01,3221,"Fabricación de pulpa, papel y cartón",7425.8175,5319.711
2013-10-01,3221,"Fabricación de pulpa, papel y cartón",7432.38725,5320.90125
2014-01-01,3221,"Fabricación de pulpa, papel y cartón",7652.3515,5470.36275
2014-04-01,3221,"Fabricación de pulpa, papel y cartón",7782.653,5575.68025
2014-07-01,3221,"Fabricación de pulpa, papel y cartón",7738.61975,5566.86175
2014-10-01,3221,"Fabricación de pulpa, papel y cartón",7768.0125,5603.5475
2015-01-01,3221,"Fabricación de pulpa, papel y cartón",7918.01975,5878.46525
2015-04-01,3221,"Fabricación de pulpa, papel y cartón",7883.178,5989.518
2015-07-01,3221,"Fabricación de pulpa, papel y cartón",7834.04225,6063.33075
2015-10-01,3221,"Fabricación de pulpa, papel y cartón",8048.439,6311.82125
2016-01-01,3221,"Fabricación de pulpa, papel y cartón",8478.006,6809.06125
2016-04-01,3221,"Fabricación de pulpa, papel y cartón",8385.43,6791.8165
2016-07-01,3221,"Fabricación de pulpa, papel y cartón",8207.61475,6742.719
2016-10-01,3221,"Fabricación de pulpa, papel y cartón",8287.051,6955.38025
2017-01-01,3221,"Fabricación de pulpa, papel y cartón",8566.19275,7527.186
2017-04-01,3221,"Fabricación de pulpa, papel y cartón",8523.757,7643.8565
2017-07-01,3221,"Fabricación de pulpa, papel y cartón",8611.202,7884.6745
2017-10-01,3221,"Fabricación de pulpa, papel y cartón",8443.1405,7987.07525
2018-01-01,3221,"Fabricación de pulpa, papel y cartón",8429.18125,8161.0785
2018-04-01,3221,"Fabricación de pulpa, papel y cartón",8871.6245,8783.76525
2018-07-01,3221,"Fabricación de pulpa, papel y cartón",8646.8775,8738.65525
2018-10-01,3221,"Fabricación de pulpa, papel y cartón",8707.07175,8971.25575
2019-01-01,3221,"Fabricación de pulpa, papel y cartón",9089.004,9349.88425
2019-04-01,3221,"Fabricación de pulpa, papel y cartón",8542.339,8815.88475
2019-07-01,3221,"Fabricación de pulpa, papel y cartón",8355.0695,8639.6095
2019-10-01,3221,"Fabricación de pulpa, papel y cartón",8391.8075,8661.1025
2020-01-01,3221,"Fabricación de pulpa, papel y cartón",8539.4005,8766.38275
2020-04-01,3221,"Fabricación de pulpa, papel y cartón",7919.58275,8137.8025
2020-07-01,3221,"Fabricación de pulpa, papel y cartón",7872.474,8149.2055
2020-10-01,3221,"Fabricación de pulpa, papel y cartón",8081.7915,8364.82525
2021-01-01,3221,"Fabricación de pulpa, papel y cartón",8195.547,8501.95925
2021-04-01,3221,"Fabricación de pulpa, papel y cartón",9101.633,9620.52275
2021-07-01,3221,"Fabricación de pulpa, papel y cartón",8928.8445,9842.6675
2021-10-01,3221,"Fabricación de pulpa, papel y cartón",8548.3055,9829.3945
2022-01-01,3221,"Fabricación de pulpa, papel y cartón",8733.2465,10501.79425
2022-04-01,3221,"Fabricación de pulpa, papel y cartón",9099.31525,11490.035
2022-07-01,3221,"Fabricación de pulpa, papel y cartón",9340.1755,12396.0885
2022-10-01,3221,"Fabricación de pulpa, papel y cartón",8893.69075,12135.24325
2023-01-01,3221,"Fabricación de pulpa, papel y cartón",8759.50425,11866.82075
2023-04-01,3221,"Fabricación de pulpa, papel y cartón",8801.37875,11688.62075
2023-07-01,3221,"Fabricación de pulpa, papel y cartón",8800.34725,11428.92275
2023-10-01,3221,"Fabricación de pulpa, papel y cartón",8520.9415,10749.6235
2024-01-01,3221,"Fabricación de pulpa, papel y cartón",8772.33025,10871.97975
2024-04-01,3221,"Fabricación de pulpa, papel y cartón",8874.89325,10919.18475
2024-07-01,3221,"Fabricación de pulpa, papel y cartón",8846.10525,10861.44125
2024-10-01,3221,"Fabricación de pulpa, papel y cartón",8877.80825,10943.25125
2025-01-01,3221,"Fabricación de pulpa, papel y cartón",9262.67425,11593.9975
2025-04-01,3221,"Fabricación de pulpa, papel y cartón",9071.5765,11416.023
2025-07-01,3221,"Fabricación de pulpa, papel y cartón",8786.848,11085.28775
1993-01-01,3222,Fabricación de productos de cartón y papel,6826.71175,950.0525
1993-04-01,3222,Fabricación de productos de cartón y papel,6524.102,922.091
1993-07-01,3222,Fabricación de productos de cartón y papel,6357.49625,922.05175
1993-10-01,3222,Fabricación de productos de cartón y papel,6042.04675,894.05175
1994-01-01,3222,Fabricación de productos de cartón y papel,6475.85175,972.363
1994-04-01,3222,Fabricación de productos de cartón y papel,6646.061,1011.154
1994-07-01,3222,Fabricación de productos de cartón y papel,6830.4275,1078.38325
1994-10-01,3222,Fabricación de productos de cartón y papel,6484.77775,1022.957
1995-01-01,3222,Fabricación de productos de cartón y papel,6633.44725,1217.52275
1995-04-01,3222,Fabricación de productos de cartón y papel,6389.728,1590.54
