PERIODO,CLAVE_INDUSTRIA,INDUSTRIA,VALOR_CONSTANTE,VALOR_CORRIENTE
1993-01-01,PIB,Producto interno bruto,3439763.489,397801.32125
1993-04-01,PIB,Producto interno bruto,3472286.2555,411269.73575
1993-07-01,PIB,Producto interno bruto,3465719.718,415552.48875
1993-10-01,PIB,Producto interno bruto,3519338.19175,427154.3425
1994-01-01,PIB,Producto interno bruto,3525020.1435,437556.559
1994-04-01,PIB,Producto interno bruto,3663770.65925,466092.20425
1994-07-01,PIB,Producto interno bruto,3622207.97225,469525.4455
1994-10-01,PIB,Producto interno bruto,3696765.56175,495352.151
1995-01-01,PIB,Producto interno bruto,3510985.5435,531555.11775
1995-04-01,PIB,Producto interno bruto,3321860.9675,589127.08925
1995-07-01,PIB,Producto interno bruto,3353059.5975,626038.25575
1995-10-01,PIB,Producto interno bruto,3464405.8875,693671.9035
1996-01-01,PIB,Producto interno bruto,3559412.524,753552.18275
1996-04-01,PIB,Producto interno bruto,3585205.3465,796386.8075
1996-07-01,PIB,Producto interno bruto,3603221.85525,827441.71475
1996-10-01,PIB,Producto interno bruto,3751289.2335,906781.126
1997-01-01,PIB,Producto interno bruto,3702397.8495,939016.284
1997-04-01,PIB,Producto interno bruto,3896083.90575,1014718.55625
1997-07-01,PIB,Producto interno bruto,3906063.00025,1050794.8245
1997-10-01,PIB,Producto interno bruto,4038358.54025,1140384.504
1998-01-01,PIB,Producto interno bruto,4084303.53575,1191017.78075
1998-04-01,PIB,Producto interno bruto,4134899.4065,1249268.26675
1998-07-01,PIB,Producto interno bruto,4138199.81875,1295344.75425
1998-10-01,PIB,Producto interno bruto,4146841.372,1357357.24475
1999-01-01,PIB,Producto interno bruto,4176243.3205,1415467.29675
1999-04-01,PIB,Producto interno bruto,4232279.506,1483578.5675
1999-07-01,PIB,Producto interno bruto,4262620.55275,1540532.08425
1999-10-01,PIB,Producto interno bruto,4287797.69575,1595417.16775
2000-01-01,PIB,Producto interno bruto,4412426.25125,1680140.8655
2000-04-01,PIB,Producto interno bruto,4465504.18475,1739598.74675
2000-07-01,PIB,Producto interno bruto,4505221.101,1791732.776
2000-10-01,PIB,Producto interno bruto,4428702.84675,1805131.55425
2001-01-01,PIB,Producto interno bruto,4441058.23825,1830071.5775
2001-04-01,PIB,Producto interno bruto,4468504.835,1864937.6095
2001-07-01,PIB,Producto interno bruto,4440264.96625,1875540.8875
2001-10-01,PIB,Producto interno bruto,4381722.4445,1866557.58475
2002-01-01,PIB,Producto interno bruto,4269784.37125,1827361.07675
2002-04-01,PIB,Producto interno bruto,4504199.5375,1985352.49675
2002-07-01,PIB,Producto interno bruto,4457000.85125,1992896.504
2002-10-01,PIB,Producto interno bruto,4458615.0025,2022147.89425
2003-01-01,PIB,Producto interno bruto,4402401.4695,2023408.001
2003-04-01,PIB,Producto interno bruto,4520665.9625,2063463.37075
2003-07-01,PIB,Producto interno bruto,4464786.8255,2052578.3435
2003-10-01,PIB,Producto interno bruto,4511463.64725,2120083.4335
2004-01-01,PIB,Producto interno bruto,4546253.866,2182698.03725
2004-04-01,PIB,Producto interno bruto,4692565.071,2320497.504
2004-07-01,PIB,Producto interno bruto,4615344.9985,2327981.253
2004-10-01,PIB,Producto interno bruto,4683343.59325,2417213.004
2005-01-01,PIB,Producto interno bruto,4567922.10975,2362520.1625
2005-04-01,PIB,Producto interno bruto,4804678.801,2515004.8225
2005-07-01,PIB,Producto interno bruto,4720817.67725,2515524.793
2005-10-01,PIB,Producto interno bruto,4835832.284,2606549.18325
2006-01-01,PIB,Producto interno bruto,4840642.689,2637655.286
2006-04-01,PIB,Producto interno bruto,5029028.23775,2806894.38825
2006-07-01,PIB,Producto interno bruto,4959002.23925,2811581.58425
2006-10-01,PIB,Producto interno bruto,5010130.769,2863984.51125
2007-01-01,PIB,Producto interno bruto,4936399.34125,2857703.01175
2007-04-01,PIB,Producto interno bruto,5127367.9795,3005465.75325
2007-07-01,PIB,Producto interno bruto,5066708.80075,3032357.0355
2007-10-01,PIB,Producto interno bruto,5120551.16625,3151227.3555
2008-01-01,PIB,Producto interno bruto,4975730.4475,3074477.8265
2008-04-01,PIB,Producto interno bruto,5249625.9775,3313520.3775
2008-07-01,PIB,Producto interno bruto,5123968.15675,3284966.76775
2008-10-01,PIB,Producto interno bruto,5092737.10125,3254796.3185
2009-01-01,PIB,Producto interno bruto,4634314.787,3042737.7635
2009-04-01,PIB,Producto interno bruto,4706890.80175,3116731.10675
2009-07-01,PIB,Producto interno bruto,4823052.4045,3222777.838
2009-10-01,PIB,Producto interno bruto,4990924.68575,3366871.21275
2010-01-01,PIB,Producto interno bruto,4842967.71775,3339962.346
2010-04-01,PIB,Producto interno bruto,5045140.32025,3462245.8735
2010-07-01,PIB,Producto interno bruto,5050199.498,3511004.50475
2010-10-01,PIB,Producto interno bruto,5169143.3635,3654936.79875
2011-01-01,PIB,Producto interno bruto,5022838.03325,3622638.91875
2011-04-01,PIB,Producto interno bruto,5170733.5355,3730886.99225
2011-07-01,PIB,Producto interno bruto,5237545.41325,3835286.1145
2011-10-01,PIB,Producto interno bruto,5368843.58625,4079624.6415
2012-01-01,PIB,Producto interno bruto,5270945.06725,4025934.9555
2012-04-01,PIB,Producto interno bruto,5380528.23475,4096116.99675
2012-07-01,PIB,Producto interno bruto,5369752.0855,4145256.783
2012-10-01,PIB,Producto interno bruto,5517801.617,4261815.289
2013-01-01,PIB,Producto interno bruto,5256450.265,4105040.9515
2013-04-01,PIB,Producto interno bruto,5473377.0875,4211119.723
2013-07-01,PIB,Producto interno bruto,5425704.08825,4245430.21925
2013-10-01,PIB,Producto interno bruto,5567029.94725,4392414.78775
2014-01-01,PIB,Producto interno bruto,5386945.60875,4351061.3445
2014-04-01,PIB,Producto interno bruto,5580038.998,4510560.232
2014-07-01,PIB,Producto interno bruto,5564547.08475,4554876.5805
2014-10-01,PIB,Producto interno bruto,5734911.2615,4721152.4545
2015-01-01,PIB,Producto interno bruto,5542388.5975,4597388.33925
2015-04-01,PIB,Producto interno bruto,5710754.3915,4771880.36575
2015-07-01,PIB,Producto interno bruto,5752936.455,4866863.97025
2015-10-01,PIB,Producto interno bruto,5862074.814,4992481.99775
2016-01-01,PIB,Producto interno bruto,5634257.782,4885415.095
2016-04-01,PIB,Producto interno bruto,5839988.87325,5139282.2215
2016-07-01,PIB,Producto interno bruto,5803635.3445,5230478.76475
2016-10-01,PIB,Producto interno bruto,5995608.743,5503614.4245
2017-01-01,PIB,Producto interno bruto,5826517.29875,5480812.296
2017-04-01,PIB,Producto interno bruto,5927581.699,5587763.16075
2017-07-01,PIB,Producto interno bruto,5872816.642,5606094.433
2017-10-01,PIB,Producto interno bruto,6082191.67275,5861540.36525
2018-01-01,PIB,Producto interno bruto,5892097.543,5795379.3525
2018-04-01,PIB,Producto interno bruto,6098933.422,6034201.4
2018-07-01,PIB,Producto interno bruto,6034321.557,6065643.13375
2018-10-01,PIB,Producto interno bruto,6151317.8545,6281446.48925
2019-01-01,PIB,Producto interno bruto,5947648.22675,6136414.994
2019-04-01,PIB,Producto interno bruto,6038700.403,6259173.071
2019-07-01,PIB,Producto interno bruto,6006226.42525,6295723.55575
2019-10-01,PIB,Producto interno bruto,6089155.8305,6430511.6865
2020-01-01,PIB,Producto interno bruto,5862493.0435,6332200.66075
2020-04-01,PIB,Producto interno bruto,4813186.533,5199573.48325
2020-07-01,PIB,Producto interno bruto,5518050.39025,6066936.23075
2020-10-01,PIB,Producto interno bruto,5876204.79025,6488047.7555
2021-01-01,PIB,Producto interno bruto,5710345.73025,6416350.688
2021-04-01,PIB,Producto interno bruto,5905879.62225,6659609.39675
2021-07-01,PIB,Producto interno bruto,5801188.79325,6652964.5855
2021-10-01,PIB,Producto interno bruto,5987416.96725,6961108.7215
2022-01-01,PIB,Producto interno bruto,5860241.617,6985261.8795
2022-04-01,PIB,Producto interno bruto,6077556.50575,7356909.995
2022-07-01,PIB,Producto interno bruto,6072325.35025,7436757.307
2022-10-01,PIB,Producto interno bruto,6262970.02025,7746579.44
2023-01-01,PIB,Producto interno bruto,6082506.52725,7629450.78175
2023-04-01,PIB,Producto interno bruto,6276608.33,7912095.46125
2023-07-01,PIB,Producto interno bruto,6272626.22625,8026262.1385
2023-10-01,PIB,Producto interno bruto,6395468.00725,8298617.1655
2024-01-01,PIB,Producto interno bruto,6185757.4655,7992971.01175
2024-04-01,PIB,Producto interno bruto,6406398.553,8379800.0165
2024-07-01,PIB,Producto interno bruto,6360503.98875,8453350.53975
2024-10-01,PIB,Producto interno bruto,6412560.6415,8680725.342
2025-01-01,PIB,Producto interno bruto,6220320.5295,8555941.66725
2025-04-01,PIB,Producto interno bruto,6402037.0395,8817854.06325
2025-07-01,PIB,Producto interno bruto,6352871.5665,8797356.7305
1993-01-01,D.21-D.31,"Impuestos sobre los productos, netos",205090.72425,16499.19075
1993-04-01,D.21-D.31,"Impuestos sobre los productos, netos",202845.507,16386.932
1993-07-01,D.21-D.31,"Impuestos sobre los productos, netos",182282.9625,15687.19075
1993-10-01,D.21-D.31,"Impuestos sobre los productos, netos",190785.70525,17356.4345
1994-01-01,D.21-D.31,"Impuestos sobre los productos, netos",214333.08125,19963.04
1994-04-01,D.21-D.31,"Impuestos sobre los productos, netos",222328.53375,20088.3995
1994-07-01,D.21-D.31,"Impuestos sobre los productos, netos",205211.55775,20136.54575
1994-10-01,D.21-D.31,"Impuestos sobre los productos, netos",194242.1065,22190.01475
1995-01-01,D.21-D.31,"Impuestos sobre los productos, netos",217443.27725,18570.9795
1995-04-01,D.21-D.31,"Impuestos sobre los productos, netos",191560.30925,21543.41525
1995-07-01,D.21-D.31,"Impuestos sobre los productos, netos",181677.09225,23083.55725
1995-10-01,D.21-D.31,"Impuestos sobre los productos, netos",181496.80025,29855.044
1996-01-01,D.21-D.31,"Impuestos sobre los productos, netos",213483.444,28748.5715
1996-04-01,D.21-D.31,"Impuestos sobre los productos, netos",204661.54875,27502.51175
1996-07-01,D.21-D.31,"Impuestos sobre los productos, netos",191515.1085,30558.83175
1996-10-01,D.21-D.31,"Impuestos sobre los productos, netos",197688.76175,35202.35575
1997-01-01,D.21-D.31,"Impuestos sobre los productos, netos",219326.7935,38143.5845
1997-04-01,D.21-D.31,"Impuestos sobre los productos, netos",227205.407,39829.47125
1997-07-01,D.21-D.31,"Impuestos sobre los productos, netos",213475.52675,44262.91825
1997-10-01,D.21-D.31,"Impuestos sobre los productos, netos",212190.489,53413.439
1998-01-01,D.21-D.31,"Impuestos sobre los productos, netos",246880.27875,53541.3955
1998-04-01,D.21-D.31,"Impuestos sobre los productos, netos",245975.8095,56859.79025
1998-07-01,D.21-D.31,"Impuestos sobre los productos, netos",224258.26625,60197.06475
1998-10-01,D.21-D.31,"Impuestos sobre los productos, netos",216794.74475,67632.2175
1999-01-01,D.21-D.31,"Impuestos sobre los productos, netos",250661.02575,71131.94975
1999-04-01,D.21-D.31,"Impuestos sobre los productos, netos",254922.37425,72642.85675
1999-07-01,D.21-D.31,"Impuestos sobre los productos, netos",234883.07825,73642.208
1999-10-01,D.21-D.31,"Impuestos sobre los productos, netos",226586.41675,78558.84875
2000-01-01,D.21-D.31,"Impuestos sobre los productos, netos",263095.4305,78120.08425
2000-04-01,D.21-D.31,"Impuestos sobre los productos, netos",260823.45425,75956.64875
2000-07-01,D.21-D.31,"Impuestos sobre los productos, netos",252381.51575,78416.05375
2000-10-01,D.21-D.31,"Impuestos sobre los productos, netos",223184.7235,78451.371
2001-01-01,D.21-D.31,"Impuestos sobre los productos, netos",286300.3375,86585.70825
2001-04-01,D.21-D.31,"Impuestos sobre los productos, netos",281311.91175,82421.98
2001-07-01,D.21-D.31,"Impuestos sobre los productos, netos",254618.20275,86471.85425
2001-10-01,D.21-D.31,"Impuestos sobre los productos, netos",231071.482,95771.5685
2002-01-01,D.21-D.31,"Impuestos sobre los productos, netos",272852.5835,93449.43075
2002-04-01,D.21-D.31,"Impuestos sobre los productos, netos",285857.0515,97320.15
2002-07-01,D.21-D.31,"Impuestos sobre los productos, netos",261903.027,94225.2105
2002-10-01,D.21-D.31,"Impuestos sobre los productos, netos",246719.075,98663.08275
2003-01-01,D.21-D.31,"Impuestos sobre los productos, netos",277893.51725,100578.48825
2003-04-01,D.21-D.31,"Impuestos sobre los productos, netos",291034.345,95859.031
2003-07-01,D.21-D.31,"Impuestos sobre los productos, netos",268680.81275,99173.8285
2003-10-01,D.21-D.31,"Impuestos sobre los productos, netos",257117.10475,97606.84525
2004-01-01,D.21-D.31,"Impuestos sobre los productos, netos",289109.9055,102113.5995
2004-04-01,D.21-D.31,"Impuestos sobre los productos, netos",301955.0705,99489.28175
2004-07-01,D.21-D.31,"Impuestos sobre los productos, netos",277422.089,92580.39125
2004-10-01,D.21-D.31,"Impuestos sobre los productos, netos",259666.904,96176.0255
2005-01-01,D.21-D.31,"Impuestos sobre los productos, netos",298497.5205,101457.8625
2005-04-01,D.21-D.31,"Impuestos sobre los productos, netos",314030.2645,97371.22675
2005-07-01,D.21-D.31,"Impuestos sobre los productos, netos",284367.82375,96643.78125
2005-10-01,D.21-D.31,"Impuestos sobre los productos, netos",270288.20725,100231.5025
2006-01-01,D.21-D.31,"Impuestos sobre los productos, netos",315391.38925,105756.78925
2006-04-01,D.21-D.31,"Impuestos sobre los productos, netos",329869.86025,101743.0525
2006-07-01,D.21-D.31,"Impuestos sobre los productos, netos",300696.81125,94996.3755
2006-10-01,D.21-D.31,"Impuestos sobre los productos, netos",285360.05325,98294.69675
2007-01-01,D.21-D.31,"Impuestos sobre los productos, netos",315396.88425,116638.61475
2007-04-01,D.21-D.31,"Impuestos sobre los productos, netos",329472.407,107816.8415
2007-07-01,D.21-D.31,"Impuestos sobre los productos, netos",302612.5375,104003.5795
2007-10-01,D.21-D.31,"Impuestos sobre los productos, netos",278549.418,108870.66925
2008-01-01,D.21-D.31,"Impuestos sobre los productos, netos",325218.14325,88584.69325
2008-04-01,D.21-D.31,"Impuestos sobre los productos, netos",347946.54575,75362.52075
2008-07-01,D.21-D.31,"Impuestos sobre los productos, netos",314425.1675,66867.2925
2008-10-01,D.21-D.31,"Impuestos sobre los productos, netos",290654.6965,84850.94875
2009-01-01,D.21-D.31,"Impuestos sobre los productos, netos",286044.3795,138989.104
2009-04-01,D.21-D.31,"Impuestos sobre los productos, netos",284470.384,124902.954
2009-07-01,D.21-D.31,"Impuestos sobre los productos, netos",279433.51375,122511.964
2009-10-01,D.21-D.31,"Impuestos sobre los productos, netos",273863.9725,117681.32975
2010-01-01,D.21-D.31,"Impuestos sobre los productos, netos",282943.58475,138245.4455
2010-04-01,D.21-D.31,"Impuestos sobre los productos, netos",296340.7925,122479.354
2010-07-01,D.21-D.31,"Impuestos sobre los productos, netos",275265.6275,138198.35475
2010-10-01,D.21-D.31,"Impuestos sobre los productos, netos",263270.253,144459.58375
2011-01-01,D.21-D.31,"Impuestos sobre los productos, netos",286009.832,142899.845
2011-04-01,D.21-D.31,"Impuestos sobre los productos, netos",295516.796,106073.68675
2011-07-01,D.21-D.31,"Impuestos sobre los productos, netos",275611.74275,114221.29475
2011-10-01,D.21-D.31,"Impuestos sobre los productos, netos",268197.204,142885.7695
2012-01-01,D.21-D.31,"Impuestos sobre los productos, netos",295008.451,118538.40575
2012-04-01,D.21-D.31,"Impuestos sobre los productos, netos",298278.06975,100969.52825
2012-07-01,D.21-D.31,"Impuestos sobre los productos, netos",279507.48825,137832.17375
2012-10-01,D.21-D.31,"Impuestos sobre los productos, netos",267958.78375,124933.593
2013-01-01,D.21-D.31,"Impuestos sobre los productos, netos",288179.28925,167438.82
2013-04-01,D.21-D.31,"Impuestos sobre los productos, netos",298182.41825,128535.858
2013-07-01,D.21-D.31,"Impuestos sobre los productos, netos",278566.78725,167753.44975
2013-10-01,D.21-D.31,"Impuestos sobre los productos, netos",265936.18,170454.15225
2014-01-01,D.21-D.31,"Impuestos sobre los productos, netos",295578.033,222192.4445
2014-04-01,D.21-D.31,"Impuestos sobre los productos, netos",302540.852,211494.0225
2014-07-01,D.21-D.31,"Impuestos sobre los productos, netos",282501.63075,225210.6955
2014-10-01,D.21-D.31,"Impuestos sobre los productos, netos",278040.31825,243820.74675
2015-01-01,D.21-D.31,"Impuestos sobre los productos, netos",305320.11425,271121.6265
2015-04-01,D.21-D.31,"Impuestos sobre los productos, netos",317026.74675,258233.9435
2015-07-01,D.21-D.31,"Impuestos sobre los productos, netos",301174.05425,272718.1585
2015-10-01,D.21-D.31,"Impuestos sobre los productos, netos",297239.53575,268657.0815
2016-01-01,D.21-D.31,"Impuestos sobre los productos, netos",313199.6735,300252.89225
2016-04-01,D.21-D.31,"Impuestos sobre los productos, netos",324859.3185,313581.93025
2016-07-01,D.21-D.31,"Impuestos sobre los productos, netos",307828.7565,336170.63475
2016-10-01,D.21-D.31,"Impuestos sobre los productos, netos",302305.6875,308361.52275
2017-01-01,D.21-D.31,"Impuestos sobre los productos, netos",324909.98375,296293.77275
2017-04-01,D.21-D.31,"Impuestos sobre los productos, netos",333926.0965,306606.97325
2017-07-01,D.21-D.31,"Impuestos sobre los productos, netos",311181.45025,336479.39175
2017-10-01,D.21-D.31,"Impuestos sobre los productos, netos",302486.8595,272723.73825
2018-01-01,D.21-D.31,"Impuestos sobre los productos, netos",331570.929,328192.20075
2018-04-01,D.21-D.31,"Impuestos sobre los productos, netos",340537.69225,310598.1325
2018-07-01,D.21-D.31,"Impuestos sobre los productos, netos",319635.7495,337099.60225
2018-10-01,D.21-D.31,"Impuestos sobre los productos, netos",311280.46225,327134.89775
2019-01-01,D.21-D.31,"Impuestos sobre los productos, netos",335997.24825,375650.53975
2019-04-01,D.21-D.31,"Impuestos sobre los productos, netos",340692.3965,349620.83975
2019-07-01,D.21-D.31,"Impuestos sobre los productos, netos",320657.71875,358097.39525
2019-10-01,D.21-D.31,"Impuestos sobre los productos, netos",310950.5745,346333.397
2020-01-01,D.21-D.31,"Impuestos sobre los productos, netos",323664.54325,434271.091
2020-04-01,D.21-D.31,"Impuestos sobre los productos, netos",238169.24325,292322.8545
2020-07-01,D.21-D.31,"Impuestos sobre los productos, netos",279359.6355,352833.1635
2020-10-01,D.21-D.31,"Impuestos sobre los productos, netos",285881.60225,389677.469
2021-01-01,D.21-D.31,"Impuestos sobre los productos, netos",302086.55975,424872.2815
2021-04-01,D.21-D.31,"Impuestos sobre los productos, netos",322721.20375,379304.461
2021-07-01,D.21-D.31,"Impuestos sobre los productos, netos",313999.46775,411521.46125
2021-10-01,D.21-D.31,"Impuestos sobre los productos, netos",316428.09375,364913.92225
2022-01-01,D.21-D.31,"Impuestos sobre los productos, netos",322079.16625,386112.27
2022-04-01,D.21-D.31,"Impuestos sobre los productos, netos",346585.27575,347037.76925
2022-07-01,D.21-D.31,"Impuestos sobre los productos, netos",334089.3955,331269.5375
2022-10-01,D.21-D.31,"Impuestos sobre los productos, netos",330694.6465,355013.78925
2023-01-01,D.21-D.31,"Impuestos sobre los productos, netos",344894.25875,407269.0465
2023-04-01,D.21-D.31,"Impuestos sobre los productos, netos",360779.2465,439906.3355
2023-07-01,D.21-D.31,"Impuestos sobre los productos, netos",344638.499,506637.28225
2023-10-01,D.21-D.31,"Impuestos sobre los productos, netos",338653.85875,560295.364
2024-01-01,D.21-D.31,"Impuestos sobre los productos, netos",351223.0795,506608.05575
2024-04-01,D.21-D.31,"Impuestos sobre los productos, netos",368662.83725,537336.78925
2024-07-01,D.21-D.31,"Impuestos sobre los productos, netos",348431.14525,544982.974
2024-10-01,D.21-D.31,"Impuestos sobre los productos, netos",341495.103,586686.86625
2025-01-01,D.21-D.31,"Impuestos sobre los productos, netos",354003.1525,598739.62275
2025-04-01,D.21-D.31,"Impuestos sobre los productos, netos",369295.22775,572210.10625
2025-07-01,D.21-D.31,"Impuestos sobre los productos, netos",347686.36225,602326.47475
1993-01-01,VAB,Valor agregado bruto,3234672.76475,381302.1305
1993-04-01,VAB,Valor agregado bruto,3269440.7485,394882.80375
1993-07-01,VAB,Valor agregado bruto,3283436.7555,399865.298
1993-10-01,VAB,Valor agregado bruto,3328552.4865,409797.908
1994-01-01,VAB,Valor agregado bruto,3310687.06225,417593.519
1994-04-01,VAB,Valor agregado bruto,3441442.1255,446003.80475
1994-07-01,VAB,Valor agregado bruto,3416996.4145,449388.89975
1994-10-01,VAB,Valor agregado bruto,3502523.45525,473162.13625
1995-01-01,VAB,Valor agregado bruto,3293542.26625,512984.13825
1995-04-01,VAB,Valor agregado bruto,3130300.65825,567583.674
1995-07-01,VAB,Valor agregado bruto,3171382.50525,602954.6985
1995-10-01,VAB,Valor agregado bruto,3282909.08725,663816.8595
1996-01-01,VAB,Valor agregado bruto,3345929.08,724803.61125
1996-04-01,VAB,Valor agregado bruto,3380543.79775,768884.29575
1996-07-01,VAB,Valor agregado bruto,3411706.74675,796882.883
1996-10-01,VAB,Valor agregado bruto,3553600.47175,871578.77025
1997-01-01,VAB,Valor agregado bruto,3483071.056,900872.6995
1997-04-01,VAB,Valor agregado bruto,3668878.49875,974889.085
1997-07-01,VAB,Valor agregado bruto,3692587.4735,1006531.90625
1997-10-01,VAB,Valor agregado bruto,3826168.05125,1086971.065
1998-01-01,VAB,Valor agregado bruto,3837423.257,1137476.38525
1998-04-01,VAB,Valor agregado bruto,3888923.597,1192408.4765
1998-07-01,VAB,Valor agregado bruto,3913941.5525,1235147.6895
1998-10-01,VAB,Valor agregado bruto,3930046.62725,1289725.02725
1999-01-01,VAB,Valor agregado bruto,3925582.29475,1344335.347
1999-04-01,VAB,Valor agregado bruto,3977357.13175,1410935.71075
1999-07-01,VAB,Valor agregado bruto,4027737.4745,1466889.87625
1999-10-01,VAB,Valor agregado bruto,4061211.279,1516858.319
2000-01-01,VAB,Valor agregado bruto,4149330.82075,1602020.78125
2000-04-01,VAB,Valor agregado bruto,4204680.7305,1663642.098
2000-07-01,VAB,Valor agregado bruto,4252839.58525,1713316.72225
2000-10-01,VAB,Valor agregado bruto,4205518.12325,1726680.18325
2001-01-01,VAB,Valor agregado bruto,4154757.90075,1743485.86925
2001-04-01,VAB,Valor agregado bruto,4187192.92325,1782515.6295
2001-07-01,VAB,Valor agregado bruto,4185646.7635,1789069.03325
2001-10-01,VAB,Valor agregado bruto,4150650.9625,1770786.01625
2002-01-01,VAB,Valor agregado bruto,3996931.78775,1733911.646
2002-04-01,VAB,Valor agregado bruto,4218342.486,1888032.34675
2002-07-01,VAB,Valor agregado bruto,4195097.82425,1898671.2935
2002-10-01,VAB,Valor agregado bruto,4211895.9275,1923484.8115
2003-01-01,VAB,Valor agregado bruto,4124507.95225,1922829.51275
2003-04-01,VAB,Valor agregado bruto,4229631.6175,1967604.33975
2003-07-01,VAB,Valor agregado bruto,4196106.01275,1953404.515
2003-10-01,VAB,Valor agregado bruto,4254346.5425,2022476.58825
2004-01-01,VAB,Valor agregado bruto,4257143.9605,2080584.43775
2004-04-01,VAB,Valor agregado bruto,4390610.0005,2221008.22225
2004-07-01,VAB,Valor agregado bruto,4337922.9095,2235400.86175
2004-10-01,VAB,Valor agregado bruto,4423676.68925,2321036.9785
2005-01-01,VAB,Valor agregado bruto,4269424.58925,2261062.3
2005-04-01,VAB,Valor agregado bruto,4490648.5365,2417633.59575
2005-07-01,VAB,Valor agregado bruto,4436449.8535,2418881.01175
2005-10-01,VAB,Valor agregado bruto,4565544.07675,2506317.68075
2006-01-01,VAB,Valor agregado bruto,4525251.29975,2531898.49675
2006-04-01,VAB,Valor agregado bruto,4699158.3775,2705151.33575
2006-07-01,VAB,Valor agregado bruto,4658305.428,2716585.20875
2006-10-01,VAB,Valor agregado bruto,4724770.71575,2765689.8145
2007-01-01,VAB,Valor agregado bruto,4621002.457,2741064.397
2007-04-01,VAB,Valor agregado bruto,4797895.5725,2897648.91175
2007-07-01,VAB,Valor agregado bruto,4764096.26325,2928353.456
2007-10-01,VAB,Valor agregado bruto,4842001.74825,3042356.68625
2008-01-01,VAB,Valor agregado bruto,4650512.30425,2985893.13325
2008-04-01,VAB,Valor agregado bruto,4901679.43175,3238157.85675
2008-07-01,VAB,Valor agregado bruto,4809542.98925,3218099.47525
2008-10-01,VAB,Valor agregado bruto,4802082.40475,3169945.36975
2009-01-01,VAB,Valor agregado bruto,4348270.4075,2903748.6595
2009-04-01,VAB,Valor agregado bruto,4422420.41775,2991828.15275
2009-07-01,VAB,Valor agregado bruto,4543618.89075,3100265.874
2009-10-01,VAB,Valor agregado bruto,4717060.71325,3249189.883
2010-01-01,VAB,Valor agregado bruto,4560024.133,3201716.9005
2010-04-01,VAB,Valor agregado bruto,4748799.52775,3339766.5195
2010-07-01,VAB,Valor agregado bruto,4774933.8705,3372806.15
2010-10-01,VAB,Valor agregado bruto,4905873.1105,3510477.215
2011-01-01,VAB,Valor agregado bruto,4736828.20125,3479739.07375
2011-04-01,VAB,Valor agregado bruto,4875216.7395,3624813.3055
2011-07-01,VAB,Valor agregado bruto,4961933.6705,3721064.81975
2011-10-01,VAB,Valor agregado bruto,5100646.38225,3936738.872
2012-01-01,VAB,Valor agregado bruto,4975936.61625,3907396.54975
2012-04-01,VAB,Valor agregado bruto,5082250.165,3995147.4685
2012-07-01,VAB,Valor agregado bruto,5090244.59725,4007424.60925
2012-10-01,VAB,Valor agregado bruto,5249842.83325,4136881.696
2013-01-01,VAB,Valor agregado bruto,4968270.97575,3937602.1315
2013-04-01,VAB,Valor agregado bruto,5175194.66925,4082583.865
2013-07-01,VAB,Valor agregado bruto,5147137.301,4077676.7695
2013-10-01,VAB,Valor agregado bruto,5301093.76725,4221960.6355
2014-01-01,VAB,Valor agregado bruto,5091367.57575,4128868.9
2014-04-01,VAB,Valor agregado bruto,5277498.146,4299066.2095
2014-07-01,VAB,Valor agregado bruto,5282045.454,4329665.885
2014-10-01,VAB,Valor agregado bruto,5456870.94325,4477331.70775
2015-01-01,VAB,Valor agregado bruto,5237068.48325,4326266.71275
2015-04-01,VAB,Valor agregado bruto,5393727.64475,4513646.42225
2015-07-01,VAB,Valor agregado bruto,5451762.40075,4594145.81175
2015-10-01,VAB,Valor agregado bruto,5564835.27825,4723824.91625
2016-01-01,VAB,Valor agregado bruto,5321058.1085,4585162.20275
2016-04-01,VAB,Valor agregado bruto,5515129.55475,4825700.29125
2016-07-01,VAB,Valor agregado bruto,5495806.588,4894308.13
2016-10-01,VAB,Valor agregado bruto,5693303.0555,5195252.90175
2017-01-01,VAB,Valor agregado bruto,5501607.315,5184518.52325
2017-04-01,VAB,Valor agregado bruto,5593655.6025,5281156.1875
2017-07-01,VAB,Valor agregado bruto,5561635.19175,5269615.04125
2017-10-01,VAB,Valor agregado bruto,5779704.81325,5588816.627
2018-01-01,VAB,Valor agregado bruto,5560526.614,5467187.15175
2018-04-01,VAB,Valor agregado bruto,5758395.72975,5723603.2675
2018-07-01,VAB,Valor agregado bruto,5714685.8075,5728543.5315
2018-10-01,VAB,Valor agregado bruto,5840037.39225,5954311.5915
2019-01-01,VAB,Valor agregado bruto,5611650.9785,5760764.45425
2019-04-01,VAB,Valor agregado bruto,5698008.0065,5909552.23125
2019-07-01,VAB,Valor agregado bruto,5685568.7065,5937626.1605
2019-10-01,VAB,Valor agregado bruto,5778205.256,6084178.2895
2020-01-01,VAB,Valor agregado bruto,5538828.50025,5897929.56975
2020-04-01,VAB,Valor agregado bruto,4575017.28975,4907250.62875
2020-07-01,VAB,Valor agregado bruto,5238690.75475,5714103.06725
2020-10-01,VAB,Valor agregado bruto,5590323.188,6098370.2865
2021-01-01,VAB,Valor agregado bruto,5408259.1705,5991478.4065
2021-04-01,VAB,Valor agregado bruto,5583158.4185,6280304.93575
2021-07-01,VAB,Valor agregado bruto,5487189.3255,6241443.12425
